Departure Stop,Destination Stop,Departure Date Time,Arrival Date Time,Duration,Price,Departure Hour,Departure Day of the Week,Departure Month,Day in the Month,Departure Date,Arrival Date
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 19:00:00,2023-04-12 21:50:00,0 days 02:50:00,3.9,19,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-12 20:45:00,2023-04-12 23:20:00,0 days 02:35:00,4.9,20,Wednesday,April,12,2023-04-12,2023-04-12
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 00:55:00,2023-04-13 04:45:00,0 days 03:50:00,28.0,0,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 04:15:00,2023-04-13 06:50:00,0 days 02:35:00,3.9,4,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 04:20:00,2023-04-13 08:20:00,0 days 04:00:00,3.9,4,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 05:15:00,2023-04-13 08:20:00,0 days 03:05:00,3.9,5,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 06:15:00,2023-04-13 09:20:00,0 days 03:05:00,4.9,6,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 06:15:00,2023-04-13 10:15:00,0 days 04:00:00,4.9,6,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 07:00:00,2023-04-13 10:05:00,0 days 03:05:00,5.9,7,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 07:45:00,2023-04-13 10:45:00,0 days 03:00:00,5.9,7,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 08:30:00,2023-04-13 11:30:00,0 days 03:00:00,5.9,8,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 09:10:00,2023-04-13 12:00:00,0 days 02:50:00,5.9,9,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 09:50:00,2023-04-13 12:40:00,0 days 02:50:00,4.9,9,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 10:30:00,2023-04-13 13:20:00,0 days 02:50:00,4.9,10,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 11:15:00,2023-04-13 14:15:00,0 days 03:00:00,4.9,11,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 12:00:00,2023-04-13 15:00:00,0 days 03:00:00,4.9,12,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 12:30:00,2023-04-13 15:10:00,0 days 02:40:00,5.9,12,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 13:00:00,2023-04-13 15:50:00,0 days 02:50:00,4.9,13,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 13:45:00,2023-04-13 16:50:00,0 days 03:05:00,4.9,13,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 14:30:00,2023-04-13 17:35:00,0 days 03:05:00,3.9,14,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 15:15:00,2023-04-13 18:20:00,0 days 03:05:00,4.9,15,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 16:00:00,2023-04-13 19:15:00,0 days 03:15:00,3.9,16,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 16:45:00,2023-04-13 19:50:00,0 days 03:05:00,3.9,16,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 17:30:00,2023-04-13 20:35:00,0 days 03:05:00,3.9,17,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 18:15:00,2023-04-13 21:20:00,0 days 03:05:00,3.9,18,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 19:00:00,2023-04-13 21:50:00,0 days 02:50:00,4.9,19,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 19:45:00,2023-04-13 22:40:00,0 days 02:55:00,3.9,19,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-13 20:45:00,2023-04-13 23:20:00,0 days 02:35:00,3.9,20,Thursday,April,13,2023-04-13,2023-04-13
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 00:55:00,2023-04-14 04:45:00,0 days 03:50:00,28.0,0,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 02:55:00,2023-04-14 06:20:00,0 days 03:25:00,26.0,2,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 03:40:00,2023-04-14 07:20:00,0 days 03:40:00,3.9,3,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 04:15:00,2023-04-14 06:50:00,0 days 02:35:00,3.9,4,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 05:00:00,2023-04-14 07:50:00,0 days 02:50:00,4.9,5,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 05:40:00,2023-04-14 08:50:00,0 days 03:10:00,3.9,5,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 05:50:00,2023-04-14 09:50:00,0 days 04:00:00,5.9,5,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 06:10:00,2023-04-14 09:20:00,0 days 03:10:00,3.9,6,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 06:40:00,2023-04-14 09:50:00,0 days 03:10:00,4.9,6,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 07:15:00,2023-04-14 10:15:00,0 days 03:00:00,4.9,7,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 07:45:00,2023-04-14 10:45:00,0 days 03:00:00,5.9,7,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 08:30:00,2023-04-14 11:15:00,0 days 02:45:00,6.9,8,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 08:50:00,2023-04-14 11:50:00,0 days 03:00:00,5.9,8,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 09:30:00,2023-04-14 12:20:00,0 days 02:50:00,6.9,9,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 10:00:00,2023-04-14 12:50:00,0 days 02:50:00,6.9,10,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 10:30:00,2023-04-14 13:20:00,0 days 02:50:00,5.9,10,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 11:00:00,2023-04-14 14:00:00,0 days 03:00:00,5.9,11,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 11:30:00,2023-04-14 14:20:00,0 days 02:50:00,5.9,11,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 12:00:00,2023-04-14 14:50:00,0 days 02:50:00,5.9,12,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 12:35:00,2023-04-14 15:20:00,0 days 02:45:00,6.9,12,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 12:45:00,2023-04-14 15:45:00,0 days 03:00:00,5.9,12,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 13:15:00,2023-04-14 16:15:00,0 days 03:00:00,5.9,13,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 13:45:00,2023-04-14 16:35:00,0 days 02:50:00,5.9,13,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 14:15:00,2023-04-14 17:05:00,0 days 02:50:00,5.9,14,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 14:45:00,2023-04-14 17:50:00,0 days 03:05:00,5.9,14,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 15:45:00,2023-04-14 18:50:00,0 days 03:05:00,4.9,15,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 16:15:00,2023-04-14 19:20:00,0 days 03:05:00,5.9,16,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 16:45:00,2023-04-14 19:50:00,0 days 03:05:00,4.9,16,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 17:45:00,2023-04-14 20:50:00,0 days 03:05:00,5.9,17,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 18:30:00,2023-04-14 21:20:00,0 days 02:50:00,5.9,18,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 19:00:00,2023-04-14 21:50:00,0 days 02:50:00,4.9,19,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 20:00:00,2023-04-14 22:45:00,0 days 02:45:00,4.9,20,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 20:30:00,2023-04-14 23:10:00,0 days 02:40:00,4.9,20,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-14 21:15:00,2023-04-14 23:50:00,0 days 02:35:00,4.9,21,Friday,April,14,2023-04-14,2023-04-14
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 00:55:00,2023-04-15 04:45:00,0 days 03:50:00,26.0,0,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 03:05:00,2023-04-15 06:20:00,0 days 03:15:00,26.0,3,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 04:05:00,2023-04-15 07:20:00,0 days 03:15:00,3.9,4,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 04:15:00,2023-04-15 06:50:00,0 days 02:35:00,4.9,4,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 05:15:00,2023-04-15 07:50:00,0 days 02:35:00,3.9,5,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 06:00:00,2023-04-15 08:40:00,0 days 02:40:00,4.9,6,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 06:20:00,2023-04-15 09:50:00,0 days 03:30:00,5.9,6,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 06:30:00,2023-04-15 09:10:00,0 days 02:40:00,5.9,6,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 07:00:00,2023-04-15 09:40:00,0 days 02:40:00,5.9,7,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 07:30:00,2023-04-15 10:15:00,0 days 02:45:00,5.9,7,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 08:00:00,2023-04-15 10:45:00,0 days 02:45:00,5.9,8,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 08:30:00,2023-04-15 11:15:00,0 days 02:45:00,6.9,8,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 09:30:00,2023-04-15 12:20:00,0 days 02:50:00,6.9,9,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 10:00:00,2023-04-15 12:50:00,0 days 02:50:00,6.9,10,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 10:30:00,2023-04-15 13:20:00,0 days 02:50:00,6.9,10,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 11:30:00,2023-04-15 14:20:00,0 days 02:50:00,5.9,11,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 12:00:00,2023-04-15 14:50:00,0 days 02:50:00,5.9,12,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 12:30:00,2023-04-15 15:10:00,0 days 02:40:00,8.4,12,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 13:15:00,2023-04-15 16:15:00,0 days 03:00:00,4.9,13,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 13:45:00,2023-04-15 16:35:00,0 days 02:50:00,4.9,13,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 14:15:00,2023-04-15 17:05:00,0 days 02:50:00,4.9,14,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 14:45:00,2023-04-15 17:35:00,0 days 02:50:00,4.9,14,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 15:15:00,2023-04-15 18:10:00,0 days 02:55:00,4.9,15,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 15:45:00,2023-04-15 18:35:00,0 days 02:50:00,3.9,15,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 16:15:00,2023-04-15 19:05:00,0 days 02:50:00,3.9,16,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 16:45:00,2023-04-15 19:35:00,0 days 02:50:00,3.9,16,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 17:15:00,2023-04-15 20:15:00,0 days 03:00:00,4.9,17,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 17:45:00,2023-04-15 20:50:00,0 days 03:05:00,3.9,17,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 18:30:00,2023-04-15 21:20:00,0 days 02:50:00,4.9,18,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 19:00:00,2023-04-15 21:50:00,0 days 02:50:00,3.9,19,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 19:30:00,2023-04-15 22:10:00,0 days 02:40:00,4.9,19,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 20:00:00,2023-04-15 22:45:00,0 days 02:45:00,4.9,20,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 20:30:00,2023-04-15 23:10:00,0 days 02:40:00,3.9,20,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-15 21:15:00,2023-04-15 23:50:00,0 days 02:35:00,3.9,21,Saturday,April,15,2023-04-15,2023-04-15
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 00:55:00,2023-04-16 04:45:00,0 days 03:50:00,30.0,0,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 03:05:00,2023-04-16 06:20:00,0 days 03:15:00,26.0,3,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 04:05:00,2023-04-16 07:20:00,0 days 03:15:00,3.9,4,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 04:15:00,2023-04-16 06:50:00,0 days 02:35:00,3.9,4,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 05:15:00,2023-04-16 07:50:00,0 days 02:35:00,3.9,5,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 06:00:00,2023-04-16 08:40:00,0 days 02:40:00,3.9,6,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 06:20:00,2023-04-16 09:50:00,0 days 03:30:00,3.9,6,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 06:30:00,2023-04-16 09:10:00,0 days 02:40:00,3.9,6,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 07:00:00,2023-04-16 09:40:00,0 days 02:40:00,3.9,7,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 07:30:00,2023-04-16 10:15:00,0 days 02:45:00,4.9,7,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 08:00:00,2023-04-16 10:45:00,0 days 02:45:00,4.9,8,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 08:30:00,2023-04-16 11:15:00,0 days 02:45:00,4.9,8,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 08:50:00,2023-04-16 11:50:00,0 days 03:00:00,5.9,8,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 09:30:00,2023-04-16 12:20:00,0 days 02:50:00,5.9,9,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 10:00:00,2023-04-16 12:50:00,0 days 02:50:00,5.9,10,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 10:30:00,2023-04-16 13:20:00,0 days 02:50:00,5.9,10,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 11:00:00,2023-04-16 14:00:00,0 days 03:00:00,5.9,11,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 11:30:00,2023-04-16 14:20:00,0 days 02:50:00,4.9,11,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 12:00:00,2023-04-16 14:50:00,0 days 02:50:00,4.9,12,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 12:30:00,2023-04-16 15:10:00,0 days 02:40:00,6.9,12,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 12:45:00,2023-04-16 15:45:00,0 days 03:00:00,5.9,12,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 13:15:00,2023-04-16 16:15:00,0 days 03:00:00,5.9,13,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 13:45:00,2023-04-16 16:35:00,0 days 02:50:00,5.9,13,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 14:15:00,2023-04-16 17:05:00,0 days 02:50:00,5.9,14,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 14:45:00,2023-04-16 17:35:00,0 days 02:50:00,5.9,14,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 15:15:00,2023-04-16 18:10:00,0 days 02:55:00,5.9,15,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 15:45:00,2023-04-16 18:35:00,0 days 02:50:00,4.9,15,Sunday,April,16,2023-04-16,2023-04-16
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-16 16:15:00,2023-04-16 19:05:00,0 days 02:50:00,4.9,16,Sunday,April,16,2023-04-16,2023-04-16
